180	80	0.0135
180	90	0.01408
180	100	0.01437
180	110	0.01407
180	120	0.01343
180	130	0.01237
180	140	0.01096
180	150	0.00919
180	160	0.00718
180	170	0.00508
180	180	0.00315
180	190	0.00165
180	200	0.00092
190	0	0.00066
190	10	0.00096
190	20	0.0017
190	30	0.0029
190	40	0.00423
190	50	0.00536
190	60	0.0063
190	70	0.00691
190	80	0.00728
190	90	0.00742
190	100	0.00766
190	110	0.00757
190	120	0.00739
190	130	0.00696
190	140	0.00619
190	150	0.00527
190	160	0.00406
190	170	0.00271
190	180	0.00157
190	190	0.00091
190	200	0.00068
200	0	0.0005
200	10	0.0006
200	20	0.00072
200	30	0.00093
200	40	0.00119
200	50	0.00143
200	60	0.00158
200	70	0.00169
200	80	0.00172
200	90	0.00178
200	100	0.00185
200	110	0.00182
200	120	0.00179
200	130	0.00173
200	140	0.00163
200	150	0.00144
200	160	0.00118
200	170	0.00092
200	180	0.00072
200	190	0.00061
200	200	0.00053
